horizon,ma4,persistence,seasonal_naive,lgbm,lgbm_vs_persistence_pct
1,4.830896122513585,1.8479010091388768,22.46113086369547,2.670481641641539,44.51432346400338
2,5.7263555155653005,3.1594697534942555,22.281488269094854,4.455804335909787,41.03013111557196
4,7.22039772861446,5.322772655425669,21.96561378576341,6.77676665577742,27.316477604386307
12,10.360432563605777,9.52102308197962,20.72200976860045,12.826271943207498,34.715269911315524
